Date,Close,High,Low,Open,Volume
12/23/2015,246.926376342773,247.811452724909,245.788425003301,246.581539201973,3013968
12/24/2015,246.903427124023,247.455172238561,245.593057032053,247.409177108978,2146352
12/28/2015,247.650588989257,248.259807004554,245.466619998403,246.903441702912,7755428
12/29/2015,247.811447143554,248.24824645798,246.282691637441,248.041338565576,4231612
12/30/2015,246.972351074218,248.730997896756,246.570041109836,248.282720875897,2112560
12/31/2015,248.777038574218,249.409240062593,247.13330909186,247.13330909186,9290008
1/1/2016,250.294296264648,250.6391334122,247.397669837797,248.834491285929,3195076
1/4/2016,246.098800659179,249.202335277487,245.547055558896,249.202335277487,5187536
1/5/2016,244.236724853515,247.087384945193,243.995327563583,246.029861639705,3160872
1/6/2016,245.317123413085,247.535581181135,242.914769350727,242.914769350727,4165536
1/7/2016,242.811325073242,244.811397417333,241.317030729425,243.707907292116,6055428
1/8/2016,244.225189208984,244.719461465204,243.052748364572,244.133227011537,3488356
1/11/2016,243.363052368164,243.91479739049,240.305513310256,241.857280400158,3288912
1/12/2016,240.684844970703,244.581521928347,239.891730684743,244.581521928347,4258736
1/13/2016,243.719436645507,244.317148828221,238.39744374017,241.845815636122,4515148
1/14/2016,241.328567504882,243.087242840175,238.972179967921,241.420529704275,6279184
1/15/2016,239.581405639648,242.638945411172,238.650333943232,240.926265152197,5417260
1/18/2016,235.834121704101,239.420422458082,234.719153862977,238.087068980059,6495388
1/19/2016,238.12158203125,238.523892080401,235.937613193001,236.144493053655,6405212
1/20/2016,234.09846496582,254.719731210351,231.707602261422,235.63874051499,9563588
1/21/2016,235.178924560546,237.535311634589,232.971972523295,234.719141716831,6300804
1/22/2016,236.857192993164,240.064167777568,234.960574332384,235.799669779811,4236284
1/25/2016,239.351501464843,240.627382242208,237.489386233742,239.07561487247,10143884
1/27/2016,238.087097167968,241.087163895896,237.477879183809,241.029691030653,4039468
1/28/2016,237.178985595703,240.673352294535,236.788181375881,238.857204319942,9951972
1/29/2016,241.351531982421,242.523972759069,237.983616643908,237.983616643908,5360184
2/1/2016,243.627456665039,245.294169626418,242.23660221003,243.225146639878,4609484
2/2/2016,242.259613037109,244.891858825365,241.431981394779,244.83438596481,6528628
2/3/2016,239.972183227539,241.707874891221,239.546889659825,240.121618281849,4850244
2/4/2016,241.20213317871,242.512531471957,240.363051714569,240.926274623777,5675992
2/5/2016,242.59292602539,244.558508932639,240.374468163439,242.029703259785,7523904
2/8/2016,238.133041381835,243.225142366265,236.85716073364,242.535468049537,3481924
2/9/2016,235.880142211914,237.144545233625,234.638722723467,236.029549209596,5535460
2/10/2016,232.868545532226,236.822681252172,232.213346485215,235.385859699246,7682280
2/11/2016,224.213165283203,232.88007718103,222.58094133213,232.190402717513,8803600
2/12/2016,223.316589355468,226.776453324274,222.075169750489,225.063758991438,12542144
2/15/2016,223.822311401367,227.190226775921,223.247582773044,225.293622302457,10912960
2/16/2016,223.787826538085,225.75339555665,221.155566726576,225.638449835898,7136096
2/17/2016,224.121185302734,225.270642578814,220.465905552214,224.580968213166,7503924
2/18/2016,227.466094970703,227.879896768884,224.603943650138,226.672966672504,6799856
2/19/2016,227.43162536621,228.190264400582,223.799342995989,227.305187865725,3328660
2/22/2016,227.305191040039,228.971904198107,225.983315087088,225.983315087088,4002396
2/23/2016,223.00617980957,226.558005224403,222.075122320419,226.420075978402,6078320
2/24/2016,218.304901123046,221.362468434549,217.569259756013,220.695777660283,6463468
2/25/2016,216.70718383789,220.063593439955,215.684164065489,219.316446217516,8463196
2/26/2016,220.925689697265,223.224604262273,217.247426393252,218.396883675756,6209388
2/29/2016,223.420013427734,225.89134666299,213.339278355112,220.948680192478,8812752
3/1/2016,226.247665405273,226.845377534355,223.419989479145,224.132661359238,4322560
3/2/2016,231.546676635742,232.397277826832,228.741998074168,229.431672440221,6358976
3/3/2016,233.535232543945,234.489287709465,232.190373124078,232.362791717982,4610400
3/4/2016,234.61572265625,235.615758908904,228.305199381635,233.443281843025,5704624
3/8/2016,233.144424438476,235.408849655094,232.075423561345,235.408849655094,1913688
3/9/2016,235.59275817871,236.765198906352,231.443206474901,232.880027970276,6528172
3/10/2016,234.776657104492,235.811168690264,232.213361673826,235.592783025104,2671392
3/11/2016,236.489318847656,236.97211333372,232.880034377147,234.466290964264,4730856
3/14/2016,236.224960327148,238.615808852103,235.696198790137,236.328400249949,3008656
3/15/2016,236.029541015625,237.569830571808,234.868606028291,236.305427593992,7690036
3/16/2016,236.891632080078,237.765230810278,234.247894451574,236.098517807257,4803548
3/17/2016,234.121475219726,238.85723381954,232.454762086722,237.926162154555,5113484
3/18/2016,236.420364379882,237.247967957849,233.420269838968,235.167453215673,4135068
3/21/2016,240.374481201171,240.776791216401,237.305436126147,237.477854704102,5318796
3/22/2016,242.271133422851,242.903335000255,239.24805481286,240.581436637647,4120264
3/23/2016,241.236587524414,242.087202727447,239.2135596015,242.087202727447,8464300
3/28/2016,240.811279296875,242.075682195331,239.466420008373,240.236550706667,11270868
3/29/2016,242.259613037109,243.569983032598,240.064138538735,240.811285725952,6733952
3/30/2016,244.822860717773,245.960840104111,242.2825773208,243.225126546439,7814380
3/31/2016,246.248275756835,248.029934808899,244.845943276829,245.259731122133,20080392
4/1/2016,244.707946777343,247.455166488063,242.949299606074,245.707997051731,5158648
4/4/2016,245.76545715332,246.627550060322,244.604494146722,244.880352651795,6179960
4/5/2016,243.098663330078,247.570068148441,242.684875624635,245.753920374066,6663028
4/6/2016,244.029800415039,245.282697727092,242.93781591012,243.914854677679,4295376
4/7/2016,242.650451660156,244.776947802132,240.707879923195,244.604529196026,3911692
4/8/2016,243.535522460937,244.455088338403,242.363081579752,242.535500181777,2962796
4/11/2016,246.202209472656,246.926373071325,239.742266066509,243.753888255749,4049620
4/12/2016,244.374633789062,246.213765557935,243.512540772403,245.891911885798,4941480
4/13/2016,248.685089111328,249.420730564833,245.868918700776,246.443647355991,4974604
4/18/2016,250.075942993164,251.041475906095,246.35168447988,249.087398483749,4117068
4/20/2016,252.386291503906,252.880563672759,249.09886101391,251.018448771025,3821352
4/21/2016,250.846054077148,254.064534284731,250.351781861257,251.731130521649,8191728
4/22/2016,251.075973510742,253.07601806611,249.478210963248,250.466755505235,7809320
4/25/2016,251.328826904296,252.880594186806,249.317276723265,252.880594186806,5561960
4/26/2016,256.06460571289,256.328986513359,251.156428489546,251.731157158859,7053796
4/27/2016,258.443969726562,258.627894120884,254.949630737831,255.145032867471,5763636
4/28/2016,256.087615966796,261.317647403232,255.26001220922,258.444003756839,8089584
4/29/2016,260.317596435546,261.156705900717,254.305928974983,256.053126570432,5611940
5/2/2016,256.938232421875,259.777386744058,256.558905846344,259.260130885497,3862716
5/3/2016,257.018646240234,260.926800968395,255.903678298019,257.915228525749,4695296
5/4/2016,259.168090820312,260.811820111873,256.156518783301,256.903665910109,5292328
5/5/2016,260.306091308593,260.869314116989,258.099111012456,259.31754688166,5214248
5/6/2016,257.39794921875,260.294575669255,256.846204165577,260.23710281086,2733152
5/9/2016,262.398071289062,263.214168988855,257.248497890292,257.478389309318,6953180
5/10/2016,263.202697753906,263.800409845547,261.179641991361,262.880844146739,5453000
5/11/2016,261.800384521484,263.22570023207,259.708349955766,260.85780716202,6147372
5/12/2016,264.168273925781,264.834964779564,260.35208126116,262.995833079706,4221688
5/13/2016,262.283172607421,263.915396362585,259.777350078154,263.915396362585,5045316
5/16/2016,267.317779541015,268.030437397453,260.363563432007,263.225700655009,4518768
5/17/2016,265.168243408203,268.800539017788,264.673999312555,267.835006292666,4295424
5/18/2016,262.22573852539,264.605109878261,260.122225740445,264.605109878261,4162644
5/19/2016,261.915344238281,262.696952729965,260.237125402302,262.099240563356,3855796
5/20/2016,262.283172607421,264.030342092708,260.604953722456,262.064758882434,2016632
5/23/2016,261.329132080078,264.363688300219,260.513006125298,262.524556515182,3463532
5/24/2016,262.064788818359,262.91540415619,261.053288728069,261.708473852029,3259468
5/25/2016,269.731689453125,270.340879435499,263.524619383957,263.524619383957,5767348
5/26/2016,272.019012451171,273.317904537745,268.110858458634,270.375283247609,13705560
5/27/2016,272.835174560546,273.570815949697,270.513248546267,272.019048716369,5775184
5/30/2016,271.214447021484,274.720291748822,270.835120503974,272.881160088579,3814532
5/31/2016,271.708740234375,272.628306135455,270.674228595659,272.628306135455,5515640
6/1/2016,270.156921386718,271.950057714978,269.202866333244,271.950057714978,5675632
6/2/2016,270.110931396484,271.409823621955,269.20287144981,270.053458537507,7910616
6/3/2016,269.375305175781,272.421366872883,268.754609489087,271.294893160993,4524420
6/6/2016,269.225860595703,271.823645100824,268.984491420716,270.352334267736,5547308
6/7/2016,269.823608398437,271.271935891502,268.43278183607,270.570755679494,5628504
6/8/2016,267.271820068359,270.812154354165,266.903999325284,270.306404340303,4742812
6/9/2016,266.536224365234,267.639686784,264.949967321396,267.248882439153,4648184
6/10/2016,266.984405517578,269.59366762474,265.800459045373,266.30623702704,6322312
6/13/2016,265.041809082031,267.811983702176,264.61651559112,265.467102572942,3323236
6/14/2016,264.800415039062,265.984361413338,263.053245935361,265.524578593263,3828768
6/15/2016,268.869567871093,269.17991572905,265.110820055306,265.524635907864,3045824
6/16/2016,267.168334960937,268.708596339679,265.605061988517,268.179862880566,4727768
6/17/2016,268.973052978515,270.812184964693,267.950047036375,268.283378483698,3761652
6/20/2016,269.4443359375,271.099543464028,266.398273651387,266.444240724875,2742764
6/21/2016,268.202850341796,270.225878147783,266.949925173548,270.122438226396,2670968
6/22/2016,269.317840576171,270.122460671789,268.053437568772,268.053437568772,3803840
6/23/2016,273.593811035156,273.996121075601,268.398269839708,268.927031403747,3926732
6/24/2016,267.11083984375,269.409753986371,263.68545215866,266.639551219345,11173964
6/27/2016,266.662567138671,268.743095915624,265.076338637923,267.133855820321,4163788
6/28/2016,268.271820068359,269.685658118027,264.375171162052,266.961450010376,4034980
6/29/2016,270.786682128906,271.064804856774,268.793365503903,270.021802187381,5420668
6/30/2016,272.675598144531,273.498422512611,269.361185084948,271.412417595142,16278892
7/1/2016,272.223663330078,274.657335926898,271.597873122483,273.498444214127,4304876
7/4/2016,271.829620361328,273.382523761451,271.505125060231,273.081200633307,7249852
7/5/2016,270.16079711914,272.177285426737,269.326400847454,271.829617955764,2136328
7/7/2016,274.807952880859,275.526459967445,269.071439834218,270.693887968622,4832616
7/8/2016,272.304718017578,274.796334632056,271.470321833239,274.680445487196,3118868
7/11/2016,278.076049804687,278.574378869947,273.741806376126,274.889097785671,5102532
7/12/2016,278.632354736328,280.428636985092,277.102623254096,280.428636985092,7046032
7/13/2016,277.61245727539,278.585914812657,276.581055163447,278.087614105038,6687072
7/14/2016,278.215087890625,278.632300164636,276.326089011308,278.365749450309,3459668
7/15/2016,283.627136230468,284.160237716406,276.998281531297,279.014770014699,5774216
7/18/2016,284.496276855468,287.057438512342,283.383757937306,283.928431310148,4438484
7/19/2016,282.387115478515,285.2611723557,281.344113020176,284.855560288568,2586004
7/20/2016,285.597290039062,287.057505055882,283.175217442086,283.46494039834,4690332
7/21/2016,284.762817382812,287.381923523788,283.348975393283,285.24954616042,9112904
7/22/2016,285.272766113281,286.165106982063,283.117216431012,285.863783850305,5620272
7/25/2016,289.015930175781,289.59537590635,284.391964563142,285.782634316507,9872884
7/26/2016,287.126983642578,288.714659417919,286.280987146837,287.961379905441,5665992
7/27/2016,286.698181152343,289.155053975051,285.087333148197,287.636894664156,10734736
7/28/2016,289.363647460937,290.012638108271,286.373729610747,286.941575207224,10646528
7/29/2016,288.842132568359,289.722901506239,286.246226688164,289.259344863829,3395676
8/1/2016,287.938232421875,291.797319005167,284.542674208139,289.491135924987,5560864
8/2/2016,288.169982910156,291.217845039044,287.497820155375,289.027551336195,5329396
8/3/2016,287.50942993164,289.711324157014,285.319135940544,287.660091510975,4733876
8/4/2016,287.636932373046,288.95805765085,285.921766924258,288.934885474499,4662880
8/5/2016,289.549041748046,291.03242852912,287.810704495206,289.120257550996,5784912
8/8/2016,289.630187988281,290.88179659643,288.459724428127,290.39506777472,4728776
8/9/2016,289.073913574218,290.395066993308,286.872019502322,290.395066993308,4210856
8/10/2016,284.368774414062,289.943025013766,282.711554070759,288.5639555795,3619720
8/11/2016,284.681732177734,286.246235896195,283.233117623603,284.345664918477,2856072
8/12/2016,284.786041259765,286.246256150955,282.630519626646,285.330743005264,4641496
8/16/2016,284.46157836914,287.045884319746,281.332570665074,285.782703637999,3468568
8/17/2016,286.223022460937,286.825640369933,284.160189974576,285.875355018064,5511036
8/18/2016,290.30239868164,290.858672409622,286.141988397078,286.941612429438,6111656
8/19/2016,289.05078125,289.722944139053,287.74122788384,289.722944139053,4110636
8/22/2016,289.792449951171,290.754307361623,287.636900219654,288.575613749598,5501292
8/23/2016,290.059020996093,290.650067138918,288.807440470771,289.954732050069,5314524
8/24/2016,292.457916259765,293.014161632661,289.039185797012,290.198077479302,5570936
8/25/2016,291.704650878906,293.616822247849,290.719592900965,292.967831556845,8729888
8/26/2016,291.368530273437,292.481077564387,290.626850941639,292.040693082834,2521136
8/29/2016,286.964752197265,290.997700903079,286.524367700131,290.997700903079,2944184
8/30/2016,294.04556274414,294.474346964975,288.320621431287,288.587172150157,9867608
8/31/2016,299.27212524414,300.152894088495,293.315434338989,294.126658377066,11161364
9/1/2016,297.533813476562,298.994028187336,295.610070426191,298.530471554487,5224676
9/2/2016,297.858337402343,298.762278581917,296.942824281787,297.951054396473,3955188
9/6/2016,301.404571533203,302.21579575695,299.005671273058,299.005671273058,5508884
9/7/2016,298.240753173828,302.470707512605,297.394756647422,301.543594232873,4016444
9/8/2016,298.854949951171,300.210847366906,297.510624474653,298.99401127451,2905380
9/9/2016,299.086761474609,300.037046965095,296.282249351662,298.994044484335,4013768
9/12/2016,296.653106689453,297.696109232338,294.70616295075,295.44784233061,3985728
9/14/2016,294.230987548828,295.980925244828,293.292302295146,295.517368588219,3849508
9/15/2016,296.583557128906,297.58021530459,294.323718322108,294.82204740995,3501812
9/16/2016,300.813537597656,302.354869343801,297.557068629355,297.557068629355,6525816
9/19/2016,299.028778076171,301.891234409814,298.530449074734,300.616453765473,5894832
9/20/2016,298.634765625,300.152924941037,297.614963649763,299.608251546705,3778248
9/21/2016,299.689392089843,300.848283783926,298.50732822053,299.457613751027,4256400
9/22/2016,302.911102294921,305.240457513625,301.439315571875,302.470717813401,6555800
9/23/2016,304.255432128906,305.588157656304,301.659525897189,302.71412871878,4876808
9/26/2016,300.419494628906,303.374668400746,299.85162073209,302.725677745315,5576772
9/27/2016,300.859924316406,302.737323453635,300.118216556893,301.080102450471,4056812
9/28/2016,300.210876464843,301.311823512292,298.762261928726,301.288651338365,4989652
9/29/2016,296.096801757812,302.702483832252,293.883307499778,300.83665705182,16450012
9/30/2016,295.01904296875,296.90804202514,293.755862382041,296.004100875546,4138428
10/3/2016,298.345031738281,298.970850156315,295.841842945897,296.908017521908,3900548
10/4/2016,298.889739990234,300.152920500522,297.209347192065,298.669533613144,2775512
10/5/2016,298.090118408203,301.323443237925,295.841879820016,300.84828632204,3647020
10/6/2016,297.128234863281,300.292014897192,296.456100304606,298.321898985858,2895712
10/7/2016,296.815338134765,298.47255893329,295.807108009017,297.603390153636,3337464
10/10/2016,297.684509277343,298.507333712583,296.386556214741,297.835170858997,4719312
10/13/2016,292.678070068359,296.444467723169,291.217855352578,296.444467723169,4519356
10/14/2016,292.457916259765,293.894930628502,290.650033918093,293.373429371472,4067116
10/17/2016,286.872039794921,293.524095121784,285.724748330446,293.315488957355,5135360
10/18/2016,291.542327880859,292.040656882602,287.173312601225,288.146770140201,2610968
10/19/2016,291.658264160156,292.736039083842,289.25936403534,292.295654585714,3044904
10/20/2016,290.997741699218,293.767481885942,289.954739040798,292.098688949773,3200356
10/21/2016,294.520721435546,295.042222693667,289.722921178138,291.113591199793,3956408
10/24/2016,292.863555908203,295.946191097228,292.28411001253,294.764127128706,3255664
10/25/2016,289.792449951171,293.894914970605,288.343835425488,293.894914970605,5501796
10/26/2016,287.242889404296,293.199581037722,286.25783152334,288.181574644315,5366540
10/27/2016,290.209655761718,291.34537529383,283.731462433465,287.173365146424,11623860
10/28/2016,291.820526123046,292.481088723954,287.428309666876,290.765923373819,5320536
11/1/2016,291.994384765625,292.933070133269,289.039210720962,291.113615693834,3402416
11/2/2016,288.83056640625,291.044032442086,287.752791532435,289.977857801865,6474432
11/3/2016,290.870178222656,292.040670003064,285.492932758947,288.56399536017,6315812
11/4/2016,288.262725830078,290.37193147348,287.810769359781,290.37193147348,5734920
11/7/2016,289.595428466796,290.847037130637,287.405134525016,290.186474536549,5671392
11/8/2016,290.719512939453,291.577081272956,287.428244330693,289.977805454702,5348164
11/9/2016,290.012603759765,291.438045992339,277.056190868211,278.133965643731,13645468
11/10/2016,296.340179443359,297.37158163993,290.673182599055,292.909849023743,10700736
11/11/2016,295.70278930664,297.13980356038,293.338633488009,295.285577017102,7139320
11/15/2016,290.823852539062,298.762260149712,289.873567067679,296.096809419129,12512524
11/16/2016,288.413360595703,293.894923783919,287.416730748097,293.894923783919,8647744
11/17/2016,285.133666992187,289.46793838562,283.963203497106,287.01109394666,4815624
11/18/2016,280.776275634765,286.478016914708,280.266346330971,286.478016914708,6879900
11/21/2016,277.832641601562,282.653641640571,275.433741814554,282.653641640571,5552520
11/22/2016,277.682006835937,279.710066984335,275.665518626723,279.710066984335,10017784
11/23/2016,274.599365234375,278.829319583838,273.753368705831,278.829319583838,3532692
11/24/2016,270.137634277343,274.958634692,269.071459654848,274.425533234127,15285996
11/25/2016,275.653991699218,276.557904592648,268.399318323601,270.948880069335,5969960
11/28/2016,274.529815673828,277.879029323359,273.058029022635,273.556358061783,4130180
11/29/2016,273.208709716796,276.499950724397,272.687208468132,274.587779479296,3932644
11/30/2016,278.041320800781,278.597594535043,273.753421051281,274.6573623328,6442840
12/1/2016,277.496612548828,279.965057483858,276.511554621634,278.667104461971,4476984
12/2/2016,275.60757446289,278.585919998052,272.733517846787,275.584402291238,4062672
12/5/2016,277.287994384765,277.890612373135,272.687200276741,275.259934034216,4551936
12/6/2016,276.847625732421,278.794569438892,275.862567791561,276.975115136188,2702964
12/7/2016,273.869232177734,279.501456155345,270.485274674221,278.562742727994,5628192
12/8/2016,278.018096923828,279.420367087639,275.120867902112,275.120867902112,4309696
12/9/2016,277.739990234375,278.667103574664,275.352662065829,277.92539592648,4387952
12/12/2016,274.529815673828,276.314525686911,273.753363972167,276.279753280784,3425272
12/13/2016,274.947052001953,275.897337524088,273.16237012607,273.556381981289,2526868
12/14/2016,272.501800537109,275.352685619666,271.968727296796,275.120907264767,4314144
12/15/2016,272.710357666015,276.859195131151,269.697239594265,269.836300923542,4941488
12/16/2016,274.031524658203,274.657314817701,271.53990766724,272.710371231229,3255828
12/19/2016,272.745147705078,273.382538107618,271.29653315385,272.756747938789,3160436
12/20/2016,273.938812255859,274.657319415934,271.574656327972,272.571314458344,4189992
12/21/2016,273.498413085937,274.65730466681,272.339521505064,274.425526350635,2658876
12/22/2016,271.899169921875,273.382556983403,270.809823021438,272.664049775035,2805716
12/23/2016,274.947052001953,275.642387012284,271.018420510881,271.4124323661,4752516
12/26/2016,272.339569091796,274.912303192225,271.203849485443,273.162393575291,4183864
12/27/2016,274.703674316406,275.097714466149,272.084596078335,273.336204759616,4899296
12/28/2016,275.062927246093,276.963498194154,273.73020187709,275.793034628633,6507840
12/29/2016,279.339202880859,279.976593221918,273.834468117163,274.657292420194,8100816
12/30/2016,279.570983886718,280.915309390872,278.122369461229,278.133969693933,4066540
1/2/2017,277.461791992187,280.474909834858,276.291328575407,280.324248284074,3708656
1/3/2017,275.793029785156,278.585941576937,274.831144094465,278.319419142419,3847500
1/4/2017,274.773193359375,276.279752411956,274.379181539846,275.781423374375,6967120
1/5/2017,274.935424804687,276.859196128574,274.216917689793,275.584415401318,6776384
1/6/2017,276.662200927734,277.763147962064,275.398992091341,275.839376563723,5525260
1/9/2017,277.021423339843,279.095856179399,276.314516474006,277.86741982555,4573796
1/10/2017,281.460021972656,282.027895882521,277.044661564513,277.253239436245,5546116
1/11/2017,286.014465332031,286.964750846687,281.7265661354,282.190122805306,9343404
1/12/2017,286.246215820312,288.262675820936,284.044321852463,286.246215820312,2916316
1/13/2017,285.666778564453,287.335571146271,284.762837460446,287.173337640046,3850412
1/16/2017,289.178192138671,289.595376088995,285.736290155572,285.898523642934,3765864
1/17/2017,287.057495117187,290.279219937832,286.535993813987,289.0276111515,3559612
1/18/2017,288.007751464843,291.113586791492,287.602139381336,287.613739615309,4612888
1/19/2017,286.547546386718,288.540834266527,286.246223255464,288.540834266527,3512412
1/20/2017,286.559143066406,288.564031352526,285.08735627599,286.478026306604,13942068
1/23/2017,288.482849121093,289.722857291652,286.431616950118,286.477961289985,4793848
1/24/2017,293.790618896484,294.706131937148,289.549064351146,289.72289809,10261864
1/25/2017,299.133117675781,300.292009366988,294.381661741831,294.961107587434,15636984
1/27/2017,299.434448242187,301.311847169748,298.530507042027,301.080068825771,6852236
1/30/2017,297.823577880859,299.677804670684,296.80377578106,299.677804670684,5319628
1/31/2017,298.217590332031,299.619832235552,295.980923816039,297.232532441492,6101040
2/1/2017,302.632904052734,303.629562024005,296.792102421175,298.113227366117,10910664
2/2/2017,301.010528564453,302.632976996864,299.596686303431,302.632976996864,5971636
2/3/2017,303.872985839843,305.020277237074,300.500599876798,301.080045692218,8005104
2/6/2017,304.579895019531,305.947392812723,303.965676791976,304.162711005283,4310220
2/7/2017,302.969024658203,305.483813672042,301.995538776772,305.020257050385,3411920
2/8/2017,302.621368408203,305.646058500671,300.883031012559,303.061752873749,4940960
2/9/2017,300.767181396484,305.924249681589,299.585117470684,303.490577007719,4465376
2/10/2017,302.146179199218,303.339843075126,300.848226408034,300.929343152499,3296736
2/13/2017,303.67593383789,304.788481055622,301.126372399402,303.061743944128,2795792
2/14/2017,303.884552001953,304.556714793709,302.238931576101,304.556714793709,2446060
2/15/2017,306.457275390625,306.874487673039,303.038545259826,304.09314790561,6126940
2/16/2017,307.77847290039,308.960536812439,306.005362885689,306.642753340478,5043700
2/17/2017,319.17041015625,337.005744099218,315.322866646783,334.919738805619,402259960
2/20/2017,326.59878540039,328.070571895047,315.021471039314,315.496599561677,10566716
2/21/2017,328.093841552734,329.542456182363,323.88705900964,325.891947315698,6260028
2/22/2017,324.29263305664,328.847082576471,323.295974991092,327.966313667695,5296776
2/23/2017,323.168487548828,329.438073443181,321.48809491261,325.37038134801,34494980
2/27/2017,323.006286621093,324.107233728103,319.529611546326,322.380496424937,4681376
2/28/2017,322.195068359375,323.620510824882,320.897115299587,322.844059035896,2928008
3/1/2017,322.554321289062,323.678440540272,321.337485046429,323.666840306374,3481736
3/2/2017,319.877227783203,323.562508430423,318.984886982356,323.226441211029,4601988
3/3/2017,319.158752441406,320.897089873004,317.304525847701,320.897089873004,2492824
3/6/2017,320.027923583984,322.148700925266,318.254813731658,319.112410513701,3679124
3/7/2017,321.291107177734,321.592430321643,318.973323896136,320.375594098804,3112876
3/8/2017,322.681762695312,324.304210919769,320.097457086672,321.685132904811,3782144
3/9/2017,323.145324707031,324.188327154391,320.236523746456,320.236523746456,3509316
3/10/2017,324.512817382812,326.343871753717,322.901969389965,323.330753619627,5860704
3/14/2017,326.969665527343,330.087100915119,326.030980304938,329.611944040625,7155020
3/15/2017,328.337188720703,329.125240730398,326.934946748473,327.027635449286,4271860
3/16/2017,328.511047363281,329.785828321845,327.653478763004,328.684881130358,4980108
3/17/2017,330.48110961914,330.863549503136,327.467991480057,328.789144870837,3390464
3/20/2017,332.856842041015,333.726010747145,330.504286417772,330.666548218868,8142344
3/21/2017,333.98095703125,334.919670539335,332.370109033499,332.370109033499,5557280
3/22/2017,331.651580810546,333.065422806119,330.469517118945,330.90987326189,5636544
3/23/2017,331.651580810546,332.601866198177,329.79735437878,332.462804874444,4922472
3/24/2017,330.13345336914,332.474408805853,329.588779961048,332.138341550057,3810364
3/27/2017,326.772674560546,330.052343605445,325.428377215634,330.052343605445,5864084
3/28/2017,329.171600341796,330.214602913593,327.525979720501,328.731244112753,8061400
3/29/2017,331.118530273437,332.555572954821,329.125242211651,329.310676200621,8575772
3/30/2017,339.833374023437,343.020326041194,330.295718437625,330.979453189588,34321092
3/31/2017,334.351806640625,337.005656927048,332.961136804612,336.959312583148,9651392
4/3/2017,332.184631347656,336.101690077083,330.515838989831,335.151404754064,4149052
4/5/2017,331.987670898437,335.26733978415,330.875151938706,332.659833684895,5744080
4/6/2017,333.413146972656,334.45614951793,330.295739571305,331.790698568896,6124416
4/7/2017,333.494232177734,334.919674513379,331.118504382743,331.686378246277,4648360
4/10/2017,332.404846191406,334.456078435845,332.057178750204,334.456078435845,3393876
4/11/2017,333.644927978515,334.038939848128,331.790701216564,332.370147079674,4356260
4/12/2017,334.618377685546,336.066992308576,332.717806617433,333.52903080633,3565092
4/13/2017,333.830322265625,335.823610138985,333.077042733178,334.456112406048,4804236
4/17/2017,333.019104003906,334.641552256137,331.037388035665,333.830328130022,7137056
4/18/2017,335.452758789062,337.237440455616,333.297209192561,333.760765811744,3638860
4/19/2017,335.846771240234,337.643053143003,333.297209829853,335.383214620165,4338144
4/20/2017,338.894714355468,339.798655563767,336.762336595731,336.773936830336,5781372
4/21/2017,346.879486083984,347.435759803695,336.843500124981,339.787073964121,17258032
4/24/2017,355.32778930664,356.706859088479,346.972168976902,347.22711948784,20206952
