Price,Close,High,Low,Open,Volume
Date,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS
2/25/2015,309.941711425781,318.677118872627,308.66680835876,317.307773204377,1467120
2/26/2015,309.091735839843,314.002462571909,304.558779487039,309.847247778533,1775811
2/27/2015,326.987548828125,330.198395529184,309.563940835558,311.074935994832,3025639
3/2/2015,311.972015380859,316.929948029531,307.486266793965,315.891137329653,2592113
3/3/2015,317.8271484375,320.188069251386,313.530284084159,314.002468246937,2016305
3/4/2015,313.5302734375,324.201623625963,311.735979443842,320.990777192076,1846535
3/5/2015,314.521911621093,316.741183319306,308.997379053419,314.285819500429,1770268
3/9/2015,306.919708251953,317.21331731859,305.503155752328,313.105309305712,1825760
3/10/2015,299.884155273437,309.658373370562,297.192728556406,306.966917833696,1215285
3/11/2015,290.676483154296,301.158974593937,285.388044968376,301.158974593937,4828130
3/12/2015,292.990234375,294.642878726833,287.087933118452,289.496060503191,3431277
3/13/2015,289.212768554687,298.703657676468,288.032308274872,295.492811479337,4356123
3/16/2015,295.870544433593,297.239889846441,286.190770419531,289.637737392598,1629195
3/17/2015,301.772857666015,303.000553662192,293.037451500958,297.759292671259,5158959
3/18/2015,299.034240722656,303.095042034429,295.492859309977,302.245087439518,3069180
3/19/2015,295.49282836914,304.700419077986,293.226350266314,298.562025272089,1470026
3/20/2015,291.007110595703,299.081477538343,289.448908532334,295.492860401669,2049167
3/23/2015,286.946319580078,293.934639378853,285.718623473101,291.148741309016,1387396
3/24/2015,290.015502929687,291.809796887684,282.366114140509,287.087955514096,2447607
3/25/2015,297.239929199218,297.94820544036,291.998696542702,292.895829156248,2456872
3/26/2015,287.276824951171,298.042616928905,286.143571555692,296.106644779946,3406327
3/27/2015,288.032348632812,290.676568502163,278.966406649583,290.676568502163,3371344
3/30/2015,291.384857177734,292.754202880432,286.143624105712,288.976729294878,3039118
3/31/2015,291.054321289062,297.900991457032,288.07953809125,293.698540998413,2590770
4/1/2015,293.651306152343,294.690088126506,289.071114574168,291.290385629555,1026200
4/6/2015,303.378356933593,305.833720605817,294.123557884254,296.2955937367,2039045
4/7/2015,305.880828857421,307.486266192257,299.034159975035,305.030903311849,1913068
4/8/2015,301.395141601562,306.919702001557,300.3091238046,306.258632653928,1317175
4/9/2015,299.081481933593,302.717277194939,294.642938953475,301.914587115838,1503986
4/10/2015,302.008972167968,305.83368109204,296.059463379191,299.270309849639,2127407
4/13/2015,312.397033691406,313.199752540126,301.77288992261,302.670051368798,2405161
4/15/2015,307.627990722656,315.041288051236,306.211438194386,312.113740395511,1576904
4/16/2015,309.280578613281,313.907976926277,303.897668465209,309.752762702767,1676768
4/17/2015,304.794860839843,313.530267385989,303.14221635814,309.375052738816,1471127
4/20/2015,296.059448242187,306.872476300815,291.148721783283,306.447499057702,2002115
4/21/2015,296.956604003906,302.811669788334,292.990245875881,296.484419884847,1679188
4/22/2015,296.248321533203,300.545185397441,287.796214453638,298.798098430065,2317579
4/23/2015,300.875701904296,302.056162105726,295.776119598087,297.475970760214,1069160
4/24/2015,298.703674316406,301.253480190781,295.54006364613,301.253480190781,1316393
4/27/2015,288.929473876953,305.455918038116,287.607335288194,299.128639317052,2330507
4/28/2015,289.071166992187,293.509681087978,281.893961537483,289.921092770544,2539436
4/29/2015,295.445617675781,297.853745225282,288.740597225626,290.865425823362,1566799
